"link","puesto","empresa","nivel","area","fecha","detalle","departamento","fecha_scraping","Responsabilidades","Funciones","Requisitos"
"https://trabajo.gallito.com.uy/anuncio/administrador-de-base-de-datos-2h5yz","ADMINISTRADOR DE BASE DE DATOS. PERFIL INFORMÁTICO","GEOCOM URUGUAY","Supervisor / Encargado","Tecnologías de la información","Hace 1 mes ","Nos encontramos en la búsqueda de un Administrador de Base de Datos Senior.

Requisitos:

- Mínimo 3 años de experiencia en cargo similares

- Instalación, ...","montevideo",2019-11-10 20:09:42,"
            Qué proponemos?
- El desafío de participar en proyectos (nacionales e internacionales) de alto impacto
- Estabilidad y excelente ambiente laboral
- Estacionamiento Vigilado
- Cancha de fútbol y zona deportiva
- Acuerdos con universidades para carreras de grado y posgrado
Acerca de nosotros:
GEOCOM es una empresa con más de 20 años en el mercado, dedicada a brindar servicios informáticos globales. Nos desarrollamos en diferentes sectores: Gobierno, Finanzas, Industria, Salud, Retail. A sus más de 300 colaboradores en Uruguay, se le suman sus oficinas en Argentina, Chile y Colombia.
Estamos certificados en ISO y evaluado en CMMI nivel 3.
-Por favor adjuntar CV con aspiraciones salariales.-        ","
            Nos encontramos en la búsqueda de un Administrador de Base de Datos Senior.
Requisitos:
- Mínimo 3 años de experiencia en cargo similares
- Instalación, actualización, tuning, soporte, programación SQL en las siguientes tecnologías (MySQL/MariaDB, Oracle, MongoDB (no excluyente))
- Será excluyente la experiencia implementando soluciones de alta disponibilidad en las tecnologías mencionadas
- Se valorará experiencia previa brindando soporte de base de datos en soluciones implementadas en GeneXus e Hibernate, así como herramientas de monitoreo de las distintas tecnologías (Grafana, Nagios, Monyog, etc.)
HORARIO: Lunes a Jueves de 9 a 18 - Viernes de 9 a 17
El presente llamado incluye el ingreso de personas en situación de discapacidad de acuerdo a la ley N° 19.691        ","
                                                Manejo de programas:Sql a avanzado.Manejo de programas:Oracle a avanzado."
"https://trabajo.gallito.com.uy/anuncio/administrador-de-sistemas-3nb2r","ADMINISTRADOR DE SISTEMAS","","Técnico / Especialista","Tecnologías de la información","Hace 6 días ","Seleccionamos para incorporarse a nuestro equipo de trabajo: Administrador de Sistemas.

La búsqueda se orienta a jóvenes estudiantes o egresados de las ca ...","montevideo",2019-11-10 20:09:42,"
            Requisitos: 
-	Conocimiento Firewall Fortinet
-	Virtualización de data center con vmware
-       Windows Server / Exchange / AD
-       Servidores Web IIS / Tomcat / File server / Wsus 
-	SQL Server (2005,2008,2012) y Oracle (10g) DBA
-	Administración de Router, Switch, VLAN, MPLS
-	Experiencia en retail (conectividad casa central y sucursales)        ","
            Seleccionamos para incorporarse a nuestro equipo de trabajo: Administrador de Sistemas.
La búsqueda se orienta a jóvenes estudiantes o egresados de las carreras de Licenciatura en Sistemas, Ingeniería en Computación y/o Técnico en Redes y Sistemas Operativos.        ","
                                Experiencia de 1 año en el área de Tecnologías de la información.Experiencia de 2 años en el área de Tecnologías de la información.                Manejo de programas:Apache a basico.Manejo de programas:Exchange a intermedio.Manejo de programas:Sql server a intermedio.Manejo de programas:Oracle a basico.                Idioma Inglés a intermedio."
"https://trabajo.gallito.com.uy/anuncio/administrador-zdegh","ADMINISTRADOR","","Supervisor / Encargado","Administración - Secretariado","Hace 2 semanas "," Con experiencia en ventas para Fábrica de Aberturas en Paso de la Arena.","montevideo",2019-11-10 20:09:42,"
            Con experiencia en ventas para Fábrica de Aberturas en Paso de la Arena.        ","
                    ",NA
"https://trabajo.gallito.com.uy/anuncio/administraitiva-telefonista-t69pp","ADMINISTRATIVA / TELEFONISTA","","Auxiliar","Administración - Secretariado","Hace 1 semana ","Nuestra búsqueda se orienta a personas con clara vocación de servicio y un marcado perfil de atención al cliente.

Se integrara a un grupo de trabajo por l ...","montevideo",2019-11-10 20:09:42,"
            Sus principales responsabilidades serán:
- Atención al cliente  en la recepción de llamadas  y mostrador así como su  
   posterior 
  derivación al Dpto. que corresponda.
- Capacidad de ejecución de tareas asignadas.
- Resolver problemas bajo presión.
- Realizar presupuestos y su envío correspondiente 
- Buena memoria; asociación de casos de clientes","
            Nuestra búsqueda se orienta a personas con clara vocación de servicio y un marcado perfil de atención al cliente.
Se integrara a un grupo de trabajo por lo tanto se valorará la capacidad de trabajo en equipo.
De lunes a viernes de 8.45 a 17.30 hs.
De 25 a 35 años, se valorará experiencia en cargos similares (comprobables)  
Salario $24.800.000 Nominal mas Beneficios        ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativa-66zqd","ADMINISTRATIVA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 5 días ","Administrativa, con conocimientos en Fígaro 2000. Administrativa, con conocimientos en Fígaro 2000.","montevideo",2019-11-10 20:09:42,"
            Administrativa, con conocimientos en Fígaro 2000.        ","
            Administrativa, con conocimientos en Fígaro 2000.        ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativa-6v5t3","ADMINISTRATIVA","","Auxiliar","Administración - Secretariado","Hace 2 semanas "," ADMINISTRATIVA 25 a 45 años, con formacion en administracion, dominio de office, resida en Montevideo. lunes a viernes 8 horas sabados 4 horas.","montevideo",2019-11-10 20:09:42,"
            ADMINISTRATIVA 25 a 45 años, con formacion en administracion, dominio de office, resida en Montevideo. lunes a viernes 8 horas sabados 4 horas.        ","
                    ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativa-comercial-jt2th","ADMINISTRATIVA COMERCIAL","","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Auxiliar administrativo comercial
Creacion de articulos en el sistema , control de socks ,soprte de ventas en relacion a inventarios disponibles, manejo de ...","montevideo",2019-11-10 20:09:42,"
            auxiliar administrativo, manejo de las ventas online , desde subir productos a la web, planificar estrategias, inventarios , etc
soporte Administrativo
Horario de lunes a viernes de 10 a 19 hs y sabados de  9.30 a 13.30        ","
            Auxiliar administrativo comercial
Creacion de articulos en el sistema , control de socks ,soprte de ventas en relacion a inventarios disponibles, manejo de las ventas on line y seguimiento de las entregas de las mismas, soporte administrativo , etc        ","
                                Experiencia de 6 meses en el área de Administración - secretariado.Experiencia de 1 año en el área de Administración - secretariado."
"https://trabajo.gallito.com.uy/anuncio/administrativa-para-liquidacion-de-sueldo-rbt4z","ADMINISTRATIVA PARA LIQUIDACIÓN DE SUELDO","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","ADMINISTRATIVA PARA LIQUIDACIÓN DE SUELDOS en estudio contable, entre sus tareas además se encuentra confección de formularios para organismo públicos, trá ...","montevideo",2019-11-10 20:09:42,"
            Liquidación de sueldos
Declaración Fonasa
Formularios BPS
Registros contables
Tramites a organismo públicos        ","
            ADMINISTRATIVA PARA LIQUIDACIÓN DE SUELDOS en estudio contable, entre sus tareas además se encuentra confección de formularios para organismo públicos, trámites y registros contables, buen ambiente laboral de L a V de 9 a 18 hs. Se pide experiencia 1 a 2 años en tareas similares en estudio contable, formación contable (EDA, Bios o similar), se valorará conocimientos en GNS Por favor enviar CV con referencias y aspiraciones salarial        ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativo-83s9j","ADMINISTRATIVO","LESDINS S.R.L","Auxiliar","Administración - Secretariado","Hace 1 mes ","Facturación, pago a proveedores, atención al cliente y organización de tareas diarias que hacen al funcionamiento de la empresa Responsable del área admini ...","montevideo",2019-11-10 20:09:42,"
            Responsable del área administrativa, pago y atención a proveedores. Contacto directo con clientes y funcionarios        ","
            Facturación, pago a proveedores, atención al cliente y organización de tareas diarias que hacen al funcionamiento de la empresa        ","
                                                Manejo de programas:Excel a intermedio."
"https://trabajo.gallito.com.uy/anuncio/administrativo-9hsy3","ADMINISTRATIVO","Administración de propiedades selecciona","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Principales tareas
-	Atención al publico
-	Atención telefónica /  whatsapp /e-mails / 
-	Publicar y mantener actualizado  avisos en portales web ,cartelera ...","montevideo",2019-11-10 20:09:42,"
            Horario de L a V de 10:30 a 18:30
$19.000 líquidos 
Buena disposición y actitud 
Manejo confidencial de la información 
Acatamiento de normas        ","
            Principales tareas
-	Atención al publico
-	Atención telefónica /  whatsapp /e-mails / 
-	Publicar y mantener actualizado  avisos en portales web ,cartelera y pagina web 
-	Coordinar visitas con interesados y eventualmente mostrar al interesado 
-	Coordinar con técnicos o especialistas para resolver distintos problemas y/o reclamos 
-	Realizar inventarios , tomar fotos de las fincas 
-	Recibir facturas , identificar, debitar a quien corresponda  y guardar en calendario de pagos
-	Archivo de documentación  
-	Control de pago de alquileres ,gastos comunes , impuesto y saneamiento
-	 Seguimiento de morosos 
-	Conciliación entre sistema y garantías 
-	Hacer liquidaciones de propiedades arrendadas  ,emitir facturas y resguardos 
Otras tareas administrativas        ","
                                                Manejo de programas:Office a intermedio."
"https://trabajo.gallito.com.uy/anuncio/administrativo-a-e44a5","ADMINISTRATIVO/A","F.F.D.S.A.L","Auxiliar","Administración - Secretariado","Hace 2 días "," El Fondo de Financiamiento y Desarrollo Sustentable de la Actividad Lechera (F.F.D.S.A.L) selecciona administrativo/a para sumar a su staff.

 REQUISITOS  ...","montevideo",2019-11-10 20:09:42,"
            El Fondo de Financiamiento y Desarrollo Sustentable de la Actividad Lechera (F.F.D.S.A.L) selecciona administrativo/a para sumar a su staff.
 REQUISITOS MÍNIMOS:
-	Tener estudios y experiencia en el área 
Administrativa.
-	Sólidos conocimientos de herramientas informáticas (Office).
-	Responsabilidad y compromiso.
Se valorará experiencia en empresas de auditoría, análisis de datos y conocimiento de procesos industriales y del sector lácteo. Eventualmente se requerirá viajar al interior.
RESPONSABILIDADES:
Realizar tareas administrativas varias, destacándose entre las principales responsabilidades: control de importadores y exportadores, colaborar en la gestión del programa informático, archivo de documentación, confección de expedientes internos, entre otras tareas afines a la posición.
Gestión de deudores.
Gestión de trámites varios.
OTROS:
Carga horaria: Entre 30 horas semanales.
Plazo para postulación: vence el miércoles 20 de noviembre inclusive.","
                    ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativo-a-ha3g5","ADMINISTRATIVO/A","","Auxiliar","Administración - Secretariado","Hace 1 semana "," Con experiencia en contabilidad y memory

Referencias y estudios comprobables.","montevideo",2019-11-10 20:09:42,"
            Con experiencia en contabilidad y memory
Referencias y estudios comprobables.        ","
                    ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativo-contable-25j59","ADMINISTRATIVO CONTABLE","Empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas "," Presentar títulos habilitantes

(condición excluyente).

Facturación estados de cuenta, trámites organismos del estado.

Buena presencia y relacionamiento ...","montevideo",2019-11-10 20:09:42,"
            Presentar títulos habilitantes
(condición excluyente).
Facturación estados de cuenta, trámites organismos del estado.
Buena presencia y relacionamiento.        ","
                    ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativo-contable-45e9y","ADMINISTRATIVO CONTABLE","Empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Empresa busca administrativa para tareas tales como facturación, ingreso de datos, conciliaciones bancarias, pago a proveedores.
Preferentemente que tenga  ...","montevideo",2019-11-10 20:09:42,"
            .        ","
            Empresa busca administrativa para tareas tales como facturación, ingreso de datos, conciliaciones bancarias, pago a proveedores.
Preferentemente que tenga conocimientos sobre el programa Zureo (NO excluyente).        ","
                Bachillerato tecnológico utu en contabilidad.Terciario no universitario en contabilidad.Universitario en contabilidad.                Experiencia de 2 años en el área de Administración - secretariado.                Manejo de programas:Office a basico."
"https://trabajo.gallito.com.uy/anuncio/administrativo-contable-g29h2","ADMINISTRATIVO CONTABLE","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","-LIQUIDACIONES DE SUELDOS
-CONCILIACIÓN DE CUENTAS
-CONOCIMIENTOS IMPO/EXPO
-GESTIÓN DE COBRANZAS
-FORMACIÓN CONTABLE
-CONOCIMIENTO DE COSTOS
-TAREAS ADMIN ...","montevideo",2019-11-10 20:09:42,"
            Horario
Lunes a Viernes 08:30-18.00 hrs        ","
            -LIQUIDACIONES DE SUELDOS
-CONCILIACIÓN DE CUENTAS
-CONOCIMIENTOS IMPO/EXPO
-GESTIÓN DE COBRANZAS
-FORMACIÓN CONTABLE
-CONOCIMIENTO DE COSTOS
-TAREAS ADMINISTRATIVAS GENERALES        ","
                Terciario no universitario en administración.                Experiencia de 4 años en el área de Finanzas - contabilidad - auditoria.                Manejo de programas:Excel a intermedio.Manejo de programas:Excel a avanzado.                Idioma Inglés a basico."
"https://trabajo.gallito.com.uy/anuncio/administrativo-de-mantenimientos-csa-zpa2b","ADMINISTRATIVO DE MANTENIMIENTOS CSA","H. PETERSEN S.A - Caterpillar","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Dar soporte al monitoreo de máquinas con Acuerdos de Mantenimiento y al taller con las solicitudes de repuestos para contratos y servicios. - Monitoreo Sat ...","montevideo",2019-11-10 20:09:42,"
            - Monitoreo Satelital de Maquinaria con Contratos CSA.
- Elaboración de informes de mantenimientos, recomendar acciones, realizar presupuestos.
- Elaborar propuesta de CSA.
- Coordinación de los mantenimientos con los clientes.
- Monitorear y Cotizar las reparaciones de las máquinas.        ","
            Dar soporte al monitoreo de máquinas con Acuerdos de Mantenimiento y al taller con las solicitudes de repuestos para contratos y servicios.        ","
                                Experiencia de 6 meses en el área de Otra."
"https://trabajo.gallito.com.uy/anuncio/administrativo-de-obra-yr3va","ADMINISTRATIVO DE OBRA","SChConsultores Soluciones en Capital Humano","Asistente","Administración - Secretariado","Hace 1 mes ","Para importante Planta de Tratamiento de Residuos Solidos Industriales se requiere administrativo de Obra, 44 horas semanales, de lunes a sabados y trabaja ...","montevideo",2019-11-10 20:09:42,"
            Recibir los camiones, pesarlos, indicarles el lugar de descarga, darle seguimiento con el software de la Planta.
Contactar  proveedores para posibles presupuestos, coordinar compras, coordinar entrega de uniformes para limpieza y  tareas similares.
Darle seguimiento a  la agenda de la Planta, reuniones, etc.
Dar orientación a  los clientes y transportistas.
Coordinar tareas de mantenimiento, visitas, organizar información en planillas Excel, realizar informes, etc.        ","
            Para importante Planta de Tratamiento de Residuos Solidos Industriales se requiere administrativo de Obra, 44 horas semanales, de lunes a sabados y trabajando feriados laborables. Sexo masculino, edad entre 24 y 40 años.
Principales tareas:
Recibir los camiones, pesarlos, indicarles el lugar de descarga, darle seguimiento con el software de la Planta.
Contactar  proveedores para posibles presupuestos, coordinar compras, coordinar entrega de uniformes para limpieza y  tareas similares.
Darle seguimiento a  la agenda de la Planta, reuniones, etc.
Dar orientación a  los clientes y transportistas.
Coordinar tareas de mantenimiento, visitas, organizar información en planillas Excel, realizar informes, etc.        ","
                                                Manejo de programas:Excel a avanzado."
"https://trabajo.gallito.com.uy/anuncio/administrativo-e5jqj","ADMINISTRATIVO","EMPRESA DE COMERCIO EXTERIOR & LOGISTICA","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Importante Agente de Cargas, busca sumar a su personal un candidato al área de customer service. 
Requisitos:
- Formación en Comercio Exterior, Negocios In ...","montevideo",2019-11-10 20:09:42,"
            Será su principal responsabilidad la coordinación de embarques, follow-up de todo el proceso de carga y comunicación fluida tanto con el cliente como con los agentes del exterior  y acciones  comerciales
Coordinación de embarques
Ingresos al sistema Lucia
Informes de carga.
Facturacion        ","
            Importante Agente de Cargas, busca sumar a su personal un candidato al área de customer service. 
Requisitos:
- Formación en Comercio Exterior, Negocios Internacionales u otro que aporte al desempeño del cargo
- Experiencia de al menos un año trabajando en comercio exterior, tanto en el área comercial como customer service de Freight Forwarders o similar
- Informática: manejo de office / mails
- Portugues : no excluyente.        ","
                                Experiencia de 2 años en el área de Comercio exterior."
"https://trabajo.gallito.com.uy/anuncio/administrativo-gem9d","ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Administrativo para mesa de operaciones Atenderá las inquietudes de nuestros funcionarios
Asistir a nuestros supervisores","montevideo",2019-11-10 20:09:42,"
            Atenderá las inquietudes de nuestros funcionarios
Asistir a nuestros supervisores        ","
            Administrativo para mesa de operaciones        ","
                                Experiencia de 6 meses en el área de Administración - secretariado.                Manejo de programas:Office a intermedio."
"https://trabajo.gallito.com.uy/anuncio/administrativo-m7q98","ADMINISTRATIVO","","Auxiliar","Administración - Secretariado","Hace 1 semana "," ADMINISTRATIVO/A con experiencia  en AncapRondeau y Panamá","montevideo",2019-11-10 20:09:42,"
            ADMINISTRATIVO/A con experiencia  en AncapRondeau y Panamá        ","
                    ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativo-para-tareas-de-oficina-hmneg","ADMINISTRATIVO PARA TAREAS DE OFICINA","Empresa familiar con 30 años en el mercado","Auxiliar","Administración - Secretariado","Hace 1 semana ","Tareas asociadas a la organización. Entre ellas: 
administrar documentación
elaboracion y emisión de certificados
emisión de facturas de venta
tramitar com ...","montevideo",2019-11-10 20:09:42,"
            Organizar, planificar, atender y realizar todas las tareas administrativas y aquellas encomendadas de soporte a la organización.        ","
            Tareas asociadas a la organización. Entre ellas: 
administrar documentación
elaboracion y emisión de certificados
emisión de facturas de venta
tramitar compras
contacto con clientes y proveedores vía telefónica y mail 
Apoyo a Secretaria, Gerencia y Directorio
Se valorará la formación relacionada con el puesto y la experiencia. 
Buen manejo de herramientas informáticas e inglés oral y escrito (excluyente)
Buen ambiente laboral
Horario de 09 a 18 (lunes a viernes)
Salario: $18.000 líquidos (posibilidad de incrementar según desempeño en el tiempo)
Para el mejor desempeño en el cargo se recomendará poseer las siguientes aptitudes y capacidades:
Resolutivo.
Dinámico y proactivo.
Capacidad de organización.
Capacidad de adaptación.
Responsable.
Habilidades interpersonales.
Profesionalidad en el manejo de la información.
Capacidad para trabajar en equipo.
Buena comunicación        ","
                Terciario no universitario en asistente de gerencia / secretariado.                Experiencia de 1 año en el área de Comercio exterior.                Manejo de programas:Word a intermedio.Manejo de programas:Excel a intermedio.                Idioma Inglés a intermedio."
"https://trabajo.gallito.com.uy/anuncio/administrativo-pbebe","ADMINISTRATIVO","Mutualista Hospital Evangélico","Profesional","Arte - Diseño - Comunicación","Hace 3 semanas ","Se valorará: 
- Disponibilidad horaria. 
- Buen comunicador. 
- Buena presencia.
- Facilidad para desarrollar tareas periodísticas. 
- Referencias laborale ...","montevideo",2019-11-10 20:09:42,"
            MUTUALISTA HOSPITAL EVANGÉLICO selecciona LICENCIADO EN COMUNICACIÓN para desempeñarse como Administrativo en Dpto. de Marketing. 
Requisitos: 
- Título de Licenciado/a en Comunicación. Con especialización en Comunicación Interna. 
- Entre 24 y 35 años. 
- Carné de Salud Vigente.        ","
            Se valorará: 
- Disponibilidad horaria. 
- Buen comunicador. 
- Buena presencia.
- Facilidad para desarrollar tareas periodísticas. 
- Referencias laborales acreditadas. 
Adjuntar CV con foto y comprobantes desde el 15 hasta el 29 de octubre de 2019.        ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativo-sb843","ADMINISTRATIVO","Rubro Maritimo","Auxiliar","Administración - Secretariado","Hace 3 días ","Administrativo Dep.Operativo","montevideo",2019-11-10 20:09:42,"
            Dep.Operativo        ","
            Administrativo        ","
                                Experiencia de 2 años en el área de Administración - secretariado.                                Idioma Inglés a intermedio."
"https://trabajo.gallito.com.uy/anuncio/administrativo-tecnic-y6stg","ADMINISTRATIVO / TÉCNIC","Embajada de Portugal","Auxiliar","Administración - Secretariado","Hace 5 días "," Requisitos: portugués avanzado, administración, contabilidad pública y trabajo consular.



Postulaciones hasta 18/11","montevideo",2019-11-10 20:09:42,"
            Requisitos: portugués avanzado, administración, contabilidad pública y trabajo consular.
Postulaciones hasta 18/11        ","
                    ",NA
"https://trabajo.gallito.com.uy/anuncio/administrativos-39pr5","ADMINISTRATIVOS","","Auxiliar","Administración - Secretariado","Hace 1 mes ","ADMINISTRATIVO
ATENCION AL PUBLICO AUXILIAR","montevideo",2019-11-10 20:09:42,"
            AUXILIAR        ","
            ADMINISTRATIVO
ATENCION AL PUBLICO        ",NA
"https://trabajo.gallito.com.uy/anuncio/adminitrativa-nubvz","ADMINITRATIVA","","Auxiliar","Administración - Secretariado","Hace 1 semana "," ADMINITRATIVA contable, con experiencia de 20 a 30 años tareas varias, manejo de Office y archivos. registraciones contables excluyente la búsqueda está o ...","montevideo",2019-11-10 20:09:42,"
            ADMINITRATIVA contable, con experiencia de 20 a 30 años tareas varias, manejo de Office y archivos. registraciones contables excluyente la búsqueda está orientada a alguien dinámica y multi  tareas.        ","
                    ",NA
